city_name,zip_code,hospital_name,address,phone,photo_file,latitude,longitude
Walnut Creek,94596,Kaiser Permanente Walnut Creek Medical Center,"1425 South Main Street, Walnut Creek, CA 94596",(925) 295-4000,Kaiser_Permanente_Walnut_Creek_Medical_Center.jpg,37.891579,-122.058886
Watsonville,95076,Watsonville Community Hospital,"75 Nielson Street, Watsonville, CA 95076",(831) 724-4741,Watsonville_Community_Hospital.jpg,36.927175,-121.793002
Weaverville,96093,Trinity Hospital,"60 Easter Ave, Weaverville, CA 96093",(530) 623-5541,Trinity_Hospital.jpg,40.740843,-122.941967
West Covina,91790,Citrus Valley Medical Center - Queen of the Valley,"1115 South Sunset Avenue, West Covina, CA 91790",(626) 962-4011,Citrus_Valley_Medical_Center_-_Queen_of_the_Valley.jpg,34.063247,-117.944676
West Hills,91307,West Hills Hospital & Medical Center,"7300 Medical Center Drive, West Hills, CA 91307",(818) 676-4000,West_Hills_Hospital_and_Medical_Center.jpg,34.202754,-118.628777
Whittier,90602,PIH Health Hospital - Whittier,"12401 East Washington Boulevard, Whittier, CA 90602",(562) 698-0811,PIH_Health_Hospital_-_Whittier.jpg,33.968607,-118.048401
Whittier,90605,Whittier Hospital Medical Center,"9080 Colima Road, Whittier, CA 90605",(562) 945-3561,Whittier_Hospital_Medical_Center.jpg,33.950271,-118.004023
Wildomar,92595,Southwest Healthcare System - Inland Valley Medical Center,"36485 Inland Valley Drive, Wildomar, CA 92595",(951) 677-1111,Southwest_Healthcare_System_-_Inland_Valley_Medical_Center.jpg,33.591413,-117.237487
Willows,95988,Glenn Medical Center,"1133 West Sycamore Street, Willows, CA 95988",(530) 934-1800,Glenn_Medical_Center.jpg,39.520488,-122.2079
Woodland,95695,Woodland Healthcare,"1325 Cottonwood Street, Woodland, CA 95695",(530) 662-3961,Woodland_Healthcare.jpg,38.664038,-121.79212
Woodland Hills,91367,Kaiser Permanente Woodland Hills Medical Center,"5601 De Soto Avenue, Woodland Hills, CA 91367",(818) 719-2000,Kaiser_Permanente_Woodland_Hills_Medical_Center.jpg,34.170994,-118.589738
Yreka,96097,Fairchild Medical Center,"444 Bruce Street, Yreka, CA 96097",(530) 842-4121,Fairchild_Medical_Center.jpg,41.719495,-122.645804
Yuba City,95991,Fremont Medical Center,"970 Plumas Street, Yuba City, CA 95991",(530) 751-4000 ,Fremont_Medical_Center.jpg,39.143204,-121.618072
Yuba City,95991,Sutter Surgical Hospital - North Valley,"455 Plumas Boulevard, Yuba City, CA 95991",(530) 749-5700,Sutter_Surgical_Hospital_-_North_Valley.jpg,39.131661,-121.613364
